artista,tipo,título_canción,nombre_album,año,genre
YOASOBI,track,怪物,THE BOOK 2,2021,pop
NF,track,PAID MY DUES,CLOUDS (THE MIXTAPE),2021,pop
GAYLE,track,abcdefu (angrier),abcdefu (angrier),2021,pop
Rauw Alejandro,track,Desesperados,Desesperados,2021,pop
Josh Ross,track,Before I Loved You,Before I Loved You,2021,pop
benny blanco,track,Graduation (with Juice WRLD),FRIENDS KEEP SECRETS 2,2021,pop
TOMORROW X TOGETHER,track,LO$ER=LO♡ER,The Chaos Chapter: FIGHT OR ESCAPE,2021,pop
Jervis Campbell,track,Eden,Onward & Upward,2021,pop
IU,track,LILAC,IU 5th Album 'LILAC',2021,pop
Ski Mask The Slump God,track,The Matrix,Sin City The Mixtape,2021,pop
aespa,track,Next Level,Next Level,2021,pop
OneRepublic,track,Someday,Human (Deluxe),2021,pop
Jessie Murph,track,Look Who's Cryin' Now,Look Who's Cryin' Now,2021,pop
Videoclub,track,Roi,Euphories,2021,pop
Jervis Campbell,track,Day or Night,Onward & Upward,2021,pop
Shawn Mendes,track,It'll Be Okay,It'll Be Okay,2021,pop
Tech N9ne,track,Face Off,ASIN9NE,2021,pop
girl in red,track,I'll Call You Mine,if i could make it go quiet,2021,pop
Ginger Root,track,Loretta,Loretta,2021,pop
sammy rash,track,summer&cigarettes,summer&cigarettes,2021,pop
mgk,track,DAYWALKER! (feat. CORPSE),DAYWALKER! (feat. CORPSE),2021,pop
sammy rash,track,summer&cigarettes,summer&cigarettes,2021,pop
Tory Lanez,track,...The Make Up,PLAYBOY,2021,pop
SEVENTEEN,track,Rock with you,SEVENTEEN 9th Mini Album 'Attacca',2021,pop
Madison Beer,track,Reckless,Reckless,2021,pop
girli,track,More Than a Friend,More Than a Friend,2021,pop
Taylor Swift,track,Girl At Home (Taylor's Version),Red (Taylor's Version),2021,pop
Feid,track,SI TÚ SUPIERAS - Bonus Track,INTER SHIBUYA - LA MAFIA,2021,pop
Adele,track,All Night Parking (with Erroll Garner) Interlude,30,2021,pop
Bea Miller,track,Playground (from the series Arcane League of Legends),Playground (from the series Arcane League of Legends),2021,pop
IVE,track,ELEVEN,ELEVEN,2021,pop
OneRepublic,track,Run,Run,2021,pop
Andy Grammer,track,Lease On Life,Lease On Life,2021,pop
DaBaby,track,Red Light Green Light,Red Light Green Light,2021,pop
Justin Bieber,track,Unstable (feat. The Kid LAROI),Justice,2021,pop
Conan Gray,track,Overdrive,Overdrive,2021,pop
Del Water Gap,track,Perfume,Del Water Gap,2021,pop
Nicki Minaj,track,Seeing Green (with Drake & Lil Wayne),Beam Me Up Scotty,2021,pop
Faye Webster,track,Better Distractions,I Know I'm Funny haha,2021,pop
jxdn,track,ANGELS & DEMONS,Tell Me About Tomorrow,2021,pop
Lana Del Rey,track,Tulsa Jesus Freak,Chemtrails Over The Country Club,2021,pop
Tai Verdes,track,DRUGS,TV,2021,pop
Still Woozy,track,Get By,"If This Isn’t Nice, I Don’t Know What Is",2021,pop
No Vacation,track,Waltzing Back,Waltzing Back,2021,pop
Taylor Swift,track,Breathe (feat. Colbie Caillat) (Taylor’s Version),Fearless (Taylor's Version),2021,pop
Joel Corry,track,BED,BED,2021,pop
Conan Gray,track,Astronomy,Astronomy,2021,pop
Corey Kent,track,Highways,'21,2021,pop
Avery Anna,track,Narcissist,Narcissist,2021,pop
Adele,track,My Little Love,30,2021,pop
Why Don't We,track,Fallin’ (Adrenaline),The Good Times and The Bad Ones,2021,pop
Alesso,track,When I’m Gone (with Katy Perry),When I’m Gone (with Katy Perry),2021,pop
Aimer,track,残響散歌,残響散歌,2021,pop
TALK,track,Run Away to Mars,Run Away to Mars,2021,pop
Taylor Swift,track,Today Was A Fairytale (Taylor’s Version),Fearless (Taylor's Version),2021,pop
NF,track,THAT'S A JOKE,CLOUDS (THE MIXTAPE),2021,pop
Del Water Gap,track,Better Than I Know Myself,Del Water Gap,2021,pop
Jessie Murph,track,Upgrade,Upgrade,2021,pop
Noah Kahan,track,Bad Luck,I Was / I Am,2021,pop
Galantis,track,Heartbreak Anthem (with David Guetta & Little Mix),Heartbreak Anthem (with David Guetta & Little Mix),2021,pop
Billie Eilish,track,Getting Older,Happier Than Ever,2021,pop
Twenty One Pilots,track,Redecorate,Scaled And Icy,2021,pop
Shawn Mendes,track,Summer of Love (Shawn Mendes & Tainy),Summer Of Love,2021,pop
Adele,track,Can I Get It,30,2021,pop
DJ Khaled,track,GREECE (feat. Drake),KHALED KHALED,2021,pop
Taylor Swift,track,closure,evermore (deluxe version),2021,pop
Taylor Swift,track,Jump Then Fall (Taylor’s Version),Fearless (Taylor's Version),2021,pop
ITZY,track,LOCO,CRAZY IN LOVE,2021,pop
Olivia Rodrigo,track,good 4 u,SOUR,2021,pop
Taylor Swift,track,All Too Well (Sad Girl Autumn Version) - Recorded at Long Pond Studios,All Too Well (Sad Girl Autumn Version) - Recorded at Long Pond Studios,2021,pop
Elvie Shane,track,My Boy,Backslider,2021,pop
Vance Joy,track,Missing Piece,Missing Piece,2021,pop
vaultboy,track,rocket science,rocket science,2021,pop
Twenty One Pilots,track,Choker,Scaled And Icy,2021,pop
Måneskin,track,ZITTI E BUONI,Teatro d'ira - Vol. I,2021,pop
girl in red,track,You Stupid Bitch,if i could make it go quiet,2021,pop
Jelly Roll,track,Over You,Ballads of the Broken,2021,pop
Marshmello,track,Shockwave,Shockwave,2021,pop
Olivia Rodrigo,track,drivers license,SOUR,2021,pop
Royal & the Serpent,track,overwhelmed - Chri$tian Gate$ remix,overwhelmed (the remixes),2021,pop
Still Woozy,track,That's Life,"If This Isn’t Nice, I Don’t Know What Is",2021,pop
Taylor Swift,track,The Best Day (Taylor’s Version),Fearless (Taylor's Version),2021,pop
FLETCHER,track,girls girls girls,girls girls girls,2021,pop
Doja Cat,track,Options (feat. JID),Planet Her,2021,pop
Charles Wesley Godwin,track,Jesse,How the Mighty Fall,2021,pop
Taylor Swift,track,We Were Happy (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),2021,pop
Stray Kids,track,DOMINO,NOEASY,2021,pop
Jin,track,Yours,Jirisan (Original Television Soundtrack) Pt. 4,2021,pop
Lostboycrow,track,Strawberry Sunscreen,Valleyheart,2021,pop
Jessie Murph,track,Sobriety,Sobriety,2021,pop
DJ Khaled,track,POPSTAR (feat. Drake),KHALED KHALED,2021,pop
Maluma,track,Aloha,"Aloha (feat. Darell, Mambo Kingz & Dj Luian)",2021,pop
Men I Trust,track,Serenade of Water,Untourable Album,2021,pop
Bryce Vine,track,Miss You a Little (feat. lovelytheband),Miss You a Little (feat. lovelytheband),2021,pop
Taylor Swift,track,Tell Me Why (Taylor’s Version),Fearless (Taylor's Version),2021,pop
DaBaby,track,Lonely (with Lil Wayne),Lonely (with Lil Wayne),2021,pop
Taylor Swift,track,Untouchable (Taylor’s Version),Fearless (Taylor's Version),2021,pop
Justin Bieber,track,Anyone,Anyone,2021,pop
Kyle Hume,track,If I Would Have Known,If I Would Have Known,2021,pop
young friend,track,PINCH ME,PINCH ME,2021,pop
Morray,track,Quicksand,Street Sermons,2021,pop
Taylor Swift,track,Forever & Always (Piano Version) (Taylor’s Version),Fearless (Taylor's Version),2021,pop
Adele,track,To Be Loved,30,2021,pop
ATEEZ,track,Deja Vu,ZERO : FEVER Part.3,2021,pop
Drew Baldridge,track,She's Somebody's Daughter (The Wedding Version),She's Somebody's Daughter (The Wedding Version),2021,pop
sammy rash,track,lead me on,lead me on,2021,pop
The Oozes,track,Bitchboy,Bitchboy,2021,pop
The Marías,track,Spin Me Around,CINEMA,2021,pop
Young Stoner Life,track,Came and Saw (feat. Rowdy Rebel),Slime Language 2,2021,pop
Florida Georgia Line,track,Long Live,Life Rolls On,2021,pop
The Marías,track,Hush,CINEMA,2021,pop
Lana Del Rey,track,Sweet Carolina,Blue Banisters,2021,pop
Weezer,track,All My Favorite Songs (feat. AJR),All My Favorite Songs (feat. AJR),2021,pop
Madison Beer,track,Selfish,Life Support,2021,pop
Taylor Swift,track,Eyes Open (Taylor's Version),Eyes Open (Taylor's Version),2021,pop
Matt Hansen,track,without you with me,without you with me,2021,pop
Taylor Swift,track,Bye Bye Baby (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),2021,pop
Sarah Kinsley,track,The King,The King,2021,pop
Cico P,track,Tampa,SUA Files,2021,pop
Of Mice & Men,track,Obsolete,Echo,2021,pop
KSI,track,Holiday,All Over The Place (Platinum VIP Edition),2021,pop
Connor Price,track,You Said,You Said,2021,pop
Lauren Spencer Smith,track,Back to Friends,Back to Friends,2021,pop
Bizarrap,track,"Eladio Carrion: Bzrp Music Sessions, Vol. 40","Eladio Carrion: Bzrp Music Sessions, Vol. 40",2021,pop
Cody Johnson,track,God Bless the Boy (Cori's Song),Human The Double Album,2021,pop
blackbear,track,@ my worst,@ my worst,2021,pop
Justin Bieber,track,2 Much,Justice,2021,pop
JID,track,Bruuuh (with Denzel Curry) - Remix,Bruuuh (with Denzel Curry) [Remix],2021,pop
Hiatus Kaiyote,track,Red Room,Mood Valiant,2021,pop
MEDUZA,track,Tell It To My Heart,Tell It To My Heart,2021,pop
Olivia Rodrigo,track,deja vu,SOUR,2021,pop
Clairo,track,Bambi,Sling,2021,pop
Tai Verdes,track,AOK,AOK,2021,pop
Zara Larsson,track,Ruin My Life,Poster Girl,2021,pop
Tory Lanez,track,Lady of Neptune,PLAYBOY,2021,pop
Tai Verdes,track,Stuck In The Middle,TV,2021,pop
Lykke Li,track,I Follow Rivers - The Magician Remix,Wounded Rhymes (Anniversary Edition),2021,pop
Warren Zeiders,track,Ride the Lightning - 717 Tapes,Ride the Lightning (717 Tapes),2021,pop
Ingrid Andress,track,Wishful Drinking (with Sam Hunt),Wishful Drinking (with Sam Hunt),2021,pop
Various Artists,track,What Dreams Are Made Of,The Lizzie McGuire Movie (Original Motion Picture Soundtrack),2021,pop
TWICE,track,Alcohol-Free,Taste of Love,2021,pop
Whitney Houston,track,How Will I Know,How Will I Know,2021,pop
Claire Rosinkranz,track,don't miss me,don’t miss me,2021,pop
Diplo,track,On My Mind,Do You Dance?,2021,pop
BTS,track,Butter,"Butter (Hotter, Sweeter, Cooler)",2021,pop
Colby Acuff,track,Dying Breed,If I Were the Devil,2021,pop
PinkPantheress,track,All My Friends Know,to hell with it,2021,pop
HIXTAPE,track,"Goin’ Nowhere (feat. HARDY, Morgan Wallen & Chris Shiflett)",HIXTAPE: Vol. 2,2021,pop
Meek Mill,track,Sharing Locations (feat. Lil Baby & Lil Durk),Sharing Locations (feat. Lil Baby & Lil Durk),2021,pop
Aluna,track,Body Pump - Lady Bee Remix,Renaissance (Remixes),2021,pop
ロクデナシ,track,ただ声一つ,ただ声一つ,2021,pop
Drake,track,7am On Bridle Path,Certified Lover Boy,2021,pop
Ryan Mack,track,Sad Fuck,Sad Fuck,2021,pop
The Marías,track,Un Millón,CINEMA,2021,pop
Logan Mize,track,Grew Apart,Still That Kid,2021,pop
The Home Team,track,Move It or Lose It,Slow Bloom,2021,pop
Yoke Lore,track,Seeds,Seeds,2021,pop
Disney,track,"I've Got a Dream - From ""Tangled""/Soundtrack Version",Disney Summer Songs,2021,pop
Billie Eilish,track,Oxytocin,Happier Than Ever,2021,pop
Camilo,track,Manos de Tijera,Mis Manos,2021,pop
Lil Durk,track,Should've Ducked (feat. Pooh Shiesty),The Voice (Deluxe),2021,pop
NF,track,LOST,CLOUDS (THE MIXTAPE),2021,pop
DJ Snake,track,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",2021,pop
Tate McRae,track,slower,TOO YOUNG TO BE SAD,2021,pop
Conan Gray,track,People Watching,People Watching,2021,pop
Japanese Breakfast,track,"Kokomo, IN",Jubilee,2021,pop
Bruno Mars,track,Skate,An Evening With Silk Sonic,2021,pop
Jordana,track,Sweet to Dream,Summer's Over,2021,pop
Nicki Minaj,track,Itty Bitty Piggy,Beam Me Up Scotty,2021,pop
Tones And I,track,Cloudy Day,Welcome To The Madhouse,2021,pop
Migos,track,Having Our Way (feat. Drake),Culture III,2021,pop
Jason Derulo,track,Acapulco,Acapulco,2021,pop
Billie Eilish,track,Lo Vas A Olvidar (with ROSALÍA),Lo Vas A Olvidar (with ROSALÍA),2021,pop
Kali Uchis,track,fue mejor (feat. SZA),fue mejor (feat. SZA),2021,pop
Sam Grow,track,Kiss My Ass,This Town,2021,pop
Post Malone,track,Only Wanna Be With You - Pokémon 25 Version,Only Wanna Be With You (Pokémon 25 Version),2021,pop
chloe moriondo,track,I Want To Be With You,Blood Bunny,2021,pop
Jessi Uribe,track,Resultó Muy Perra (Me Dejó Solito),Resultó Muy Perra (Me Dejó Solito),2021,pop
The Home Team,track,Right Through Me,Slow Bloom,2021,pop
Nelly,track,Country Boy Do (feat. Tyler Hubbard),Heartland,2021,pop
St. Lundi,track,Nights Like This,Nights Like This,2021,pop
Bruno Mars,track,Fly As Me,An Evening With Silk Sonic,2021,pop
Taylor Swift,track,You All Over Me (feat. Maren Morris) (Taylor’s Version) (From The Vault),Fearless (Taylor's Version),2021,pop
Lana Del Rey,track,Violets for Roses,Blue Banisters,2021,pop
Gavin Adcock,track,Ain't No Cure,Ain't No Cure,2021,pop
Ed Sheeran,track,Overpass Graffiti,=,2021,pop
Charles Wesley Godwin,track,Temporary Town,How the Mighty Fall,2021,pop
Various Artists,track,I Say A Little Prayer (with Pharrell Williams),Sing 2 (Original Motion Picture Soundtrack),2021,pop
Selena Gomez,track,Baila Conmigo (with Rauw Alejandro),Revelación - EP,2021,pop
Lin-Manuel Miranda,track,"Colombia, Mi Encanto",Encanto (Original Motion Picture Soundtrack),2021,pop
Babyboy AV,track,Confession,Confession,2021,pop
Billie Eilish,track,Lost Cause,Happier Than Ever,2021,pop
Anitta,track,Envolver,Envolver,2021,pop
Glass Animals,track,Heat Waves,Dreamland (+ Bonus Levels),2021,pop
Bruno Mars,track,777,An Evening With Silk Sonic,2021,pop
Jelly Roll,track,Sober,Ballads of the Broken,2021,pop
Lucy Dacus,track,Hot & Heavy,Home Video,2021,pop
STAYC,track,ASAP,STAYDOM,2021,pop
Macabre Plaza,track,A Devil's Touch in the Midwest,An Old Smile,2021,pop
A Day To Remember,track,Resentment,You're Welcome,2021,pop
Faye Webster,track,Sometimes,I Know I'm Funny haha,2021,pop
Porter Robinson,track,Look at the Sky,Nurture,2021,pop
Justin Bieber,track,Hold On,Hold On,2021,pop
Jamie Miller,track,Here's Your Perfect,Here's Your Perfect,2021,pop
Madonna,track,Frozen,Frozen,2021,pop
Lorde,track,Solar Power,Solar Power,2021,pop
D.O.D,track,All Mine,All Mine,2021,pop
Ruth B.,track,Dandelions - slowed + reverb,Dandelions (slowed + reverb),2021,pop
Tory Lanez,track,Pluto’s Last Comet,Alone At Prom,2021,pop
Young Stoner Life,track,Diamonds Dancing (feat. Travis Scott),Slime Language 2,2021,pop
Faye Webster,track,I Know I'm Funny haha,I Know I'm Funny haha,2021,pop
Various Artists,track,I Still Haven’t Found What I’m Looking For (with Bono),Sing 2 (Original Motion Picture Soundtrack),2021,pop
Hotel Ugly,track,Grandmother,Grandmother,2021,pop
Normani,track,Wild Side (feat. Cardi B),Wild Side (feat. Cardi B),2021,pop
Conan Gray,track,Telepath,Telepath,2021,pop
Jax,track,like my father,like my father,2021,pop
Ed Sheeran,track,Visiting Hours,=,2021,pop
Jazmine Sullivan,track,Girl Like Me (feat. H.E.R.),Heaux Tales,2021,pop
YOASOBI,track,怪物,怪物,2021,pop
mgk,track,love race (feat. Kellin Quinn),love race (feat. Kellin Quinn),2021,pop
ENHYPEN,track,Tamed-Dashed,DIMENSION : DILEMMA,2021,pop
The Weeknd,track,Take My Breath - Single Version,Take My Breath,2021,pop
Becky Hill,track,My Heart Goes (La Di Da) (feat. Topic),Only Honest On The Weekend,2021,pop
LANY,track,dancing in the kitchen,gg bb xx,2021,pop
Imagine Dragons,track,Follow You,Follow You / Cutthroat,2021,pop
Cody Johnson,track,Stronger,Human The Double Album,2021,pop
Hiatus Kaiyote,track,Sip Into Something Soft,Mood Valiant,2021,pop
Feid,track,AMOR DE MI VIDA,INTER SHIBUYA (FERXXO EDITION),2021,pop
Capella Grey,track,GYALIS,GYALIS,2021,pop
Jameson Rodgers,track,Some Girls,Bet You're from a Small Town,2021,pop
Lana Del Rey,track,Living Legend,Blue Banisters,2021,pop
Sech,track,911 (Remix),911 (Remix),2021,pop
Caleb Hearn,track,It's Always Been You,It's Always Been You,2021,pop
mike.,track,rodman,the highs.,2021,pop
Only The Family,track,Out the Roof,Only The Family - Lil Durk Presents: Loyal Bros,2021,pop
Mackenzy Mackay,track,Honeycomb,Honeycomb,2021,pop
Taylor Swift,track,Change (Taylor’s Version),Fearless (Taylor's Version),2021,pop
Quinn XCII,track,Stay Next To Me (with Chelsea Cutler),Change of Scenery II,2021,pop
ILLENIUM,track,Story Of My Life (feat. Trippie Redd),Story Of My Life (feat. Trippie Redd),2021,pop
Ariana Grande,track,test drive,Positions (Deluxe),2021,pop
Arrows in Action,track,Uncomfortably Numb,Be More.,2021,pop
Nancy Sinatra,track,These Boots Are Made for Walkin',Boots,2021,pop
Lil Durk,track,Finesse Out The Gang Way (feat. Lil Baby),The Voice (Deluxe),2021,pop
DJ Snake,track,U Are My High,U Are My High,2021,pop
Taylor Swift,track,Come In With The Rain (Taylor’s Version),Fearless (Taylor's Version),2021,pop
Coldplay,track,Let Somebody Go,Music Of The Spheres,2021,pop
Justin Bieber,track,As I Am (feat. Khalid),Justice,2021,pop
Astrid S,track,Hurts So Good,Leave It Beautiful (Complete),2021,pop
Adele,track,Love Is A Game,30,2021,pop
The Weeknd,track,Earned It (Fifty Shades Of Grey),The Highlights,2021,pop
Lana Del Rey,track,If You Lie Down With Me,Blue Banisters,2021,pop
Claire Rosinkranz,track,Frankenstein,Frankenstein,2021,pop
Rauw Alejandro,track,¿Y Eso?,VICE VERSA,2021,pop
Andy Grammer,track,Damn It Feels Good To Be Me,Damn It Feels Good To Be Me,2021,pop
Leith Ross,track,I'd Have to Think About It,I'd Have to Think About It,2021,pop
A Day To Remember,track,Mindreader,You're Welcome,2021,pop
STAYC,track,STEREOTYPE,STEREOTYPE,2021,pop
Tyga,track,Splash (feat. Moneybagg Yo),Splash (feat. Moneybagg Yo),2021,pop
Various Artists,track,"Let's Go Crazy (with Taron Egerton, Reese Witherspoon, Nick Kroll)",Sing 2 (Original Motion Picture Soundtrack),2021,pop
BAEKHYUN,track,Cry For Love,Bambi - The 3rd Mini Album,2021,pop
Clairo,track,Harbor,Sling,2021,pop
Joy Oladokun,track,look up,in defense of my own happiness,2021,pop
Ella Langley,track,If You Have To,If You Have To,2021,pop
Sebastian Yatra,track,Pareja Del Año,Pareja Del Año,2021,pop
Tate McRae,track,working,working,2021,pop
Porter Robinson,track,Get Your Wish,Nurture,2021,pop
Porter Robinson,track,Something Comforting,Nurture,2021,pop
Duran Duran,track,INVISIBLE,INVISIBLE,2021,pop
Meek Mill,track,Sharing Locations (feat. Lil Baby & Lil Durk),Expensive Pain,2021,pop
James Blake,track,Coming Back (feat. SZA),Friends That Break Your Heart,2021,pop
Doja Cat,track,Naked,Planet Her,2021,pop
Tate McRae,track,r u ok,TOO YOUNG TO BE SAD,2021,pop
Wizkid,track,Essence (feat. Justin Bieber & Tems),Essence (feat. Justin Bieber & Tems),2021,pop
Camila Cabello,track,Don't Go Yet,Don't Go Yet,2021,pop
Munn,track,can you hear me?,can you hear me?,2021,pop
You'll Never Get to Heaven,track,Setting Sun,Wave Your Moonlight Hat For The Snowfall Train,2021,pop
Clairo,track,Blouse,Sling,2021,pop
The Home Team,track,Slow Bloom,Slow Bloom,2021,pop
The Marías,track,Calling U Back,CINEMA,2021,pop
Billie Eilish,track,Male Fantasy,Happier Than Ever,2021,pop
Glass Animals,track,Heat Waves - Slowed,Heat Waves (Expansion Pack),2021,pop
PinkPantheress,track,I Must Apologise,I must apologise,2021,pop
Ed Sheeran,track,2step,=,2021,pop
THE ANXIETY,track,Meet Me At Our Spot - Live,Meet Me At Our Spot (Live),2021,pop
24kGoldn,track,"3, 2, 1",El Dorado,2021,pop
TOMORROW X TOGETHER,track,Anti-Romantic,The Chaos Chapter: FREEZE,2021,pop
Coldplay,track,Higher Power,Higher Power,2021,pop
Griff,track,Walk,One Foot In Front Of The Other,2021,pop
Bruno Mars,track,Put On A Smile,An Evening With Silk Sonic,2021,pop
D.O.D,track,Sleepless,Sleepless,2021,pop
Noah Kahan,track,Howling,I Was / I Am,2021,pop
Taylor Swift,track,Ronan (Taylor's Version),Red (Taylor's Version),2021,pop
